precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi"
37,TIMIŞ,"GRĂDINIȚA CU P.P. RECAȘ",284,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:43:26",1402,1381,1,11,9,781,760,1,11,9,734,47,1600,819,28,407,45,4,48,108,5,75,8,5,1
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",322,BELINŢ,155797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:52",191,176,1,6,8,121,106,1,6,8,114,7,301,180,0,56,11,2,4,3,1,36,0,1,0
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",320,BELINŢ,155797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:39",172,165,0,4,3,119,112,0,4,3,111,8,200,81,2,75,5,0,9,0,0,18,2,0,0
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CHIZATAU",321,BELINŢ,155797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:06",602,557,1,7,37,414,373,0,7,34,388,26,700,286,5,260,19,2,9,7,1,81,2,1,1
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CLARII VII",282,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:54",227,216,0,11,0,96,85,0,11,0,91,5,400,304,1,38,30,5,5,0,0,11,1,0,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL CRIVINA DE SUS",516,PIETROASA,158136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:31",164,161,0,1,2,112,109,0,1,2,100,12,200,88,0,75,19,0,3,1,1,1,0,0,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL FĂGET",258,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:17",1383,1365,3,11,4,838,821,2,11,4,758,80,1400,562,21,486,106,5,52,17,4,59,4,1,3
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL GRĂNICERII",421,GIERA,157273,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:31",202,198,0,4,0,88,84,0,4,0,84,4,301,213,10,42,10,0,3,2,1,14,2,0,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL IOHANISFELD",503,OTELEC,159525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:04",886,874,1,6,5,402,391,0,6,5,367,35,900,498,11,226,32,3,12,4,2,70,3,4,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.13",226,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:20",1558,1546,0,10,2,670,658,0,10,2,654,16,1600,930,51,290,62,10,31,22,25,122,8,26,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",219,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:03",1035,1027,0,8,0,475,467,0,8,0,449,26,1100,625,20,209,55,5,19,16,10,91,6,15,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 TĂPIA",239,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:31",276,269,0,7,0,126,119,0,7,0,119,7,300,174,3,64,13,2,14,2,3,11,1,5,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL OFSENIŢA",303,BANLOC,155591,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:52",321,314,0,4,3,149,142,0,4,3,136,13,400,251,2,103,17,0,2,3,0,6,1,2,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL PARTOŞ",304,BANLOC,155591,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:11",377,370,1,6,0,183,176,1,6,0,172,11,500,317,13,134,9,2,7,0,2,4,0,1,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL PIETROASA",515,PIETROASA,158136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:58",261,253,0,1,7,218,210,0,1,7,199,19,300,82,2,154,24,0,3,3,1,10,2,0,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL REMETEA-LUNCĂ",472,MĂNĂŞTIUR,157736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:47",351,330,1,7,13,237,217,0,7,13,217,20,500,263,44,63,41,1,21,13,1,24,5,3,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SÂNPETRU MIC",607,VARIAŞ,159213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:18",455,445,0,6,4,191,181,0,6,4,173,18,500,309,16,119,12,0,8,3,0,13,2,0,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SOCA",305,BANLOC,155591,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:52",449,436,0,5,8,248,235,0,5,8,221,27,500,252,7,146,31,0,15,3,3,15,0,0,1
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL TOAGER",422,GIERA,157273,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:08",319,305,0,5,9,164,150,0,5,9,141,23,404,240,16,73,15,0,9,11,0,16,0,1,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL VIZEJDIA",441,GOTTLOB,159419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:50",367,365,1,1,0,160,159,0,1,0,141,19,600,440,2,92,23,2,14,1,0,3,2,2,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT BECICHERECU MIC",317,"BECICHERECU MIC",155760,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:15",1585,1572,3,0,10,796,786,0,0,10,747,49,1800,1004,20,359,97,10,32,34,8,176,3,3,5
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",379,"DUDEŞTII NOI",159384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:28",1548,1513,3,26,6,878,845,1,26,6,834,44,1700,822,10,273,49,1,18,46,6,416,6,8,1
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",380,"DUDEŞTII NOI",159384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:47:51",1658,1606,1,36,15,981,930,0,36,15,950,31,1800,819,14,303,77,9,35,56,9,437,4,4,2
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT GIARMATA",416,GIARMATA,157246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:51",1679,1669,1,8,1,802,792,1,8,1,763,39,2011,1209,19,407,107,8,44,18,7,127,6,7,13
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NADRAG",487,NĂDRAG,157898,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:10",1020,1000,1,5,14,545,526,0,5,14,517,28,1100,555,10,336,31,5,36,13,0,79,0,3,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12)",138,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:51",732,723,2,7,0,282,275,0,7,0,275,7,800,518,11,95,29,4,12,6,5,101,5,3,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",125,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:21",961,954,3,4,0,439,435,0,4,0,421,18,1000,561,10,164,42,8,11,2,16,156,6,3,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",124,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:43",1132,1122,0,10,0,485,475,0,10,0,451,34,1200,715,11,191,44,8,14,7,19,147,8,2,0
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.13 TIMIȘOARA",207,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:40",452,447,0,5,0,225,220,0,5,0,219,6,500,275,5,56,33,2,21,9,19,65,4,0,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",228,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:37",1396,1386,3,7,0,524,517,0,7,0,493,31,1500,976,32,211,66,3,30,14,9,100,5,17,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",49,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:40",1294,1273,10,8,3,606,595,0,8,3,583,23,1300,694,22,179,48,6,24,8,21,256,3,9,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",48,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:33",1348,1335,7,6,0,620,614,0,6,0,612,8,1400,780,20,202,55,17,20,11,23,243,9,9,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",177,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:37",1467,1449,11,7,0,606,599,0,7,0,572,32,1502,898,26,199,56,7,10,7,24,232,2,2,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",178,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:14",1300,1277,15,7,1,621,613,0,7,1,609,12,1300,679,16,231,47,5,22,12,21,232,7,8,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",176,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:12",1449,1420,19,10,0,590,580,0,10,0,579,11,1500,910,24,201,50,10,27,10,27,216,4,4,6
37,TIMIŞ,"GRADINIŢA CU PROGRAM PRELUNGIT NR.23",145,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:55",1126,1103,14,9,0,446,437,0,9,0,437,9,1200,754,25,148,23,5,18,7,15,181,7,1,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",46,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:32",1219,1204,0,15,0,532,517,0,15,0,518,14,1300,768,32,147,26,4,15,7,35,242,3,6,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",47,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:59",1227,1203,10,13,1,524,510,0,13,1,501,23,1300,776,17,159,34,7,14,5,16,240,2,5,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",106,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:16",1928,1895,18,15,0,959,943,1,15,0,939,20,2000,1041,30,322,54,6,10,11,37,446,6,6,11
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",107,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:43",1847,1814,18,15,0,880,864,1,15,0,860,20,1900,1020,42,300,80,4,28,9,31,341,5,8,12
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",211,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:40",1354,1339,5,10,0,625,615,0,10,0,605,13,1400,782,25,261,103,3,34,14,13,96,5,44,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",210,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:41:27",1631,1622,0,8,1,657,648,0,8,1,581,76,1700,1043,25,263,96,1,27,15,15,102,4,29,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.36",41,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:32",1165,1152,3,10,0,470,460,0,10,0,446,24,1200,730,21,146,25,7,18,7,16,194,5,4,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",19,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:47",1329,1310,11,8,0,525,516,1,8,0,511,14,1400,875,15,195,34,6,15,11,19,194,8,7,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",18,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:37",1654,1599,41,14,0,703,689,0,14,0,691,12,1700,997,24,212,44,4,24,12,34,323,3,3,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",203,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:15",1294,1283,3,8,0,574,566,0,8,0,554,20,1300,726,27,175,67,14,24,10,30,190,9,2,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",204,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:00:53",1246,1230,10,6,0,526,520,0,6,0,517,9,1300,774,18,186,72,6,12,5,17,182,7,6,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",213,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:57",1011,1007,2,2,0,394,392,0,2,0,371,23,1100,706,20,164,54,6,27,8,11,68,2,10,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",212,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:59",1189,1180,2,7,0,471,464,0,7,0,452,12,1200,729,22,204,57,1,30,5,13,105,4,8,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",215,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:06",1247,1243,2,2,0,481,479,0,2,0,454,26,1300,820,21,205,53,4,15,19,11,103,7,13,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",216,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:43",1106,1098,0,7,1,443,435,0,7,1,438,5,1500,1057,27,201,63,3,26,12,14,74,4,11,3
37,TIMIŞ,"GRADINITA PN",373,DAROVA,156623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:30",298,285,0,4,9,220,207,0,4,9,198,22,300,80,3,95,32,3,15,7,7,30,2,4,0
37,TIMIŞ,"GRADINITA PN BODO",299,BALINŢ,155546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:59",438,428,1,5,4,247,238,0,5,4,216,31,600,353,92,34,12,0,14,3,3,50,4,2,2
37,TIMIŞ,"GRADINITA PN JEBEL",450,JEBEL,157424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:35",1631,1583,5,13,30,902,859,0,13,30,857,45,1700,798,17,518,88,6,65,16,13,104,8,17,5
37,TIMIŞ,"GRĂDINIŢA PN UTVIN",559,"SÂNMIHAIU ROMÂN",158699,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:40",1374,1349,5,13,7,726,706,0,13,7,683,43,1411,685,18,290,143,11,26,8,12,160,4,6,5
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 ETAJ, SÂNNICOLAU MARE",295,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:43",1456,1438,1,3,14,686,668,1,3,14,658,28,1700,1014,56,244,53,5,24,68,11,178,6,9,4
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 PARTER, SÂNNICOLAU MARE",294,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:01",2055,1916,133,3,3,872,865,1,3,3,836,36,2200,1328,45,325,98,6,36,122,7,175,9,9,4
37,TIMIŞ,"IMOBIL PROPRIETATE A FUNDAȚIEI MISIUNEA PÂINEA VIEȚII",231,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:09",470,462,0,7,1,228,220,0,7,1,212,16,800,572,16,77,43,2,13,10,3,11,8,27,2
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII BOTEȘTI S.R.L.",229,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:49",1342,1325,8,9,0,632,623,0,9,0,615,17,1400,768,38,265,59,6,28,16,17,160,7,16,3
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII RIVA INTIMA S.R.L.",230,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:26:23",1338,1315,1,22,0,589,567,0,22,0,551,38,1400,811,30,255,67,1,28,11,21,112,11,12,3
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII VITIDA MINERAL SRL-FOST MAGAZIN PREZENTARE",218,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:33",1365,1357,0,8,0,560,552,0,8,0,532,28,1400,840,15,259,88,4,50,15,11,57,6,22,5
37,TIMIŞ,"INCUBATORUL DE AFACERI JIMBOLIA",279,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:26",1457,1443,0,12,2,572,558,0,12,2,533,39,1600,1028,59,216,98,11,26,12,12,78,4,10,7
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",11,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:46",1175,1159,6,10,0,432,422,0,10,0,419,13,1200,768,16,124,45,6,22,7,24,165,2,3,5
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",12,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:38",1320,1301,6,13,0,486,473,0,13,0,476,10,1400,914,12,152,40,3,23,5,24,209,3,2,3
37,TIMIŞ,"LICEUL CU PROGRAM SPORTIV ”BANATUL”",109,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:54",1223,1192,21,8,2,509,499,0,8,2,492,17,1600,1091,20,160,39,5,6,11,23,222,0,1,5
37,TIMIŞ,"LICEUL DE ARTĂ ”ION VIDU” TIMIȘOARA",110,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:50",525,501,3,21,0,240,219,0,21,0,233,7,1000,760,12,83,15,1,5,4,2,108,1,0,2
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",165,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:30",872,848,4,15,5,285,271,0,10,4,275,10,1200,915,9,73,35,5,14,10,12,114,1,2,0
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",163,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:34",1567,1545,18,0,4,598,593,1,0,4,569,29,1600,1002,24,183,58,7,33,5,27,214,9,6,3
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",164,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:19:38",1284,1264,0,11,9,380,360,0,11,9,367,13,1300,920,9,130,35,2,31,3,12,133,6,2,4
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",127,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:17",945,916,19,10,0,484,470,4,10,0,474,10,1400,916,16,159,24,9,12,6,27,207,3,0,11
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",130,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:31",1304,1274,15,15,0,535,520,0,15,0,517,18,1300,765,8,181,57,4,26,10,20,199,6,2,4
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",128,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:01",1063,1051,6,6,0,441,435,0,6,0,425,16,1100,659,18,138,38,5,10,11,12,175,6,7,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",131,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:18:36",1030,1026,2,2,0,421,419,0,2,0,402,19,1100,679,11,125,41,7,14,5,15,175,4,1,4
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",129,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:06",1132,1121,4,7,0,468,461,0,7,0,447,14,1200,739,12,162,30,4,21,11,18,183,0,3,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",126,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:01",1220,1210,3,7,0,511,504,0,7,0,497,14,1300,789,12,155,48,4,33,8,20,204,5,1,7
37,TIMIŞ,"LICEUL TEHNOLOGIC CRISTOFOR NAKO ORAŞ SÂNNICOLAU MARE",296,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:49",1820,1770,3,14,33,764,716,1,14,33,696,61,2000,1243,38,266,74,6,28,92,6,167,11,7,1
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",51,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:19",993,969,10,14,0,418,401,3,14,0,412,6,1000,582,11,144,42,5,14,9,13,167,3,2,2
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",52,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:05",1133,1124,4,5,0,535,530,0,5,0,514,21,1200,665,12,176,49,9,12,7,22,216,1,2,8
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",65,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:31",990,972,7,11,0,409,396,2,11,0,395,1,1100,691,13,108,38,5,20,5,14,171,3,5,13
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",66,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:08",910,882,18,10,0,395,384,1,10,0,380,15,900,505,19,104,37,5,19,1,16,166,6,2,5
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",64,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:53",1211,1149,42,11,9,418,396,2,11,9,406,12,1200,782,30,120,35,2,12,8,10,180,3,1,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",152,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:45",1609,1589,13,7,0,708,701,0,7,0,689,19,1600,892,19,218,79,6,29,10,23,289,5,4,7
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",151,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:53:25",1638,1619,8,11,0,701,690,0,11,0,681,20,1700,999,57,225,94,6,27,9,18,218,5,10,12
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",150,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:47",1591,1573,5,13,0,746,732,1,13,0,723,23,1600,854,25,273,84,13,21,8,19,262,5,7,6
