precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞIŞCU GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","TEODORESCU HORIA-PARTIDUL SOCIAL DEMOCRAT-voturi","ZAHARCU MIRCEA-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IVANOV MARCEL-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","TERENTE EUGEN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GOSAV IOAN-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","NANE AUREL-PARTIDUL S.O.S. ROMÂNIA-voturi"
38,TULCEA,"ŞCOALA CU CLASELE I-IV",170,NUFĂRU,161053,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:32:05",196,181,0,10,5,105,90,0,10,5,103,2,207,102,11,43,29,4,5,2,9
38,TULCEA,"ŞCOALA CU CLASELE I-IV",129,HORIA,160528,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:51",84,73,0,6,5,53,42,0,6,5,50,3,86,33,5,23,18,0,2,0,2
38,TULCEA,"ŞCOALA CU CLASELE I-IV BAIA",76,BAIA,159785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:53",862,815,0,24,23,607,560,0,24,23,580,27,893,286,232,242,66,3,18,3,16
38,TULCEA,"ŞCOALA CU CLASELE I-IV CAUGAGIA",78,BAIA,159785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:05",187,177,0,7,3,142,133,0,7,2,134,8,196,54,71,47,10,1,4,0,1
38,TULCEA,"ŞCOALA CU CLASELE I-IV DUNAVĂȚU DE SUS",159,MURIGHIOL,160911,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:54:59",133,126,0,7,0,70,63,0,7,0,62,8,138,68,19,21,12,2,2,0,6
38,TULCEA,"ŞCOALA CU CLASELE I-IV PLOPUL",160,MURIGHIOL,160911,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:51",474,474,0,0,0,191,191,0,0,0,181,10,523,332,51,79,19,1,18,1,12
38,TULCEA,"ŞCOALA GENERAL PRAPORGESCU",102,CERNA,160127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:04",150,144,0,4,2,70,64,0,4,2,63,7,162,91,5,43,14,0,0,1,0
38,TULCEA,"ŞCOALA GIMNAZIALĂ",107,CIUCUROVA,160225,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:17:39",1143,1130,0,11,2,547,534,0,11,2,493,52,1248,52,252,121,69,6,7,4,34
38,TULCEA,"ŞCOALA GIMNAZIALĂ",91,CASIMCEA,159963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:44",1100,1057,0,17,26,662,619,0,17,26,624,38,1171,509,327,212,55,0,18,5,7
38,TULCEA,"ŞCOALA GIMNAZIALĂ",132,IZVOARELE,160564,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:54:35",1295,1132,1,113,49,912,751,1,112,48,864,48,1309,397,402,368,57,7,14,10,6
38,TULCEA,"ŞCOALA GIMNAZIALĂ",88,"C.A. ROSETTI",159883,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:16",204,196,0,6,2,92,84,0,6,2,84,6,211,119,17,42,10,2,7,2,4
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CIUCURENCU”",23,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:46:16",1197,1184,4,7,2,480,471,0,7,2,479,1,1312,832,109,161,126,32,29,5,17
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CIUCURENCU”",24,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:45:27",1556,1544,6,6,0,601,595,0,6,0,581,20,1710,1109,121,214,122,31,46,6,41
38,TULCEA,"ŞCOALA GIMNAZIALĂ BAIA",75,BAIA,159785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:53",1635,1527,1,72,35,1064,963,0,72,29,1049,15,1681,617,380,517,81,9,21,3,38
38,TULCEA,"ȘCOALA GIMNAZIALĂ BEIDAUD",81,BEIDAUD,159847,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:06",435,421,1,4,9,272,259,0,4,9,262,10,465,193,67,157,26,0,6,3,3
38,TULCEA,"ŞCOALA GIMNAZIALĂ BEŞTEPE",84,BEŞTEPE,161552,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:52:03",1340,1311,2,1,26,620,593,0,1,26,595,24,1472,853,156,242,57,10,20,2,108
38,TULCEA,"ȘCOALA GIMNAZIALĂ CARAORMAN",111,CRIŞAN,160261,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:31:15",209,205,0,4,0,135,131,0,4,0,119,16,227,92,61,34,16,4,2,0,2
38,TULCEA,"ŞCOALA GIMNAZIALĂ CARCALIU",87,CARCALIU,159945,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:19",1113,1071,0,15,27,471,429,0,15,27,395,36,1183,752,173,136,52,4,7,0,23
38,TULCEA,"ŞCOALA GIMNAZIALĂ CARCALIU",86,CARCALIU,159945,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:11",1326,1274,3,19,30,527,478,0,19,30,483,44,1442,915,201,188,56,5,12,1,20
38,TULCEA,"ȘCOALA GIMNAZIALĂ CEAMURLIA DE JOS",96,"CEAMURLIA DE JOS",160092,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:52",981,962,1,4,14,468,450,0,4,14,438,30,962,494,102,251,49,2,10,4,20
38,TULCEA,"ŞCOALA GIMNAZIALĂ CEAMURLIA DE SUS",79,BAIA,159785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:32",547,502,0,25,20,372,327,0,25,20,348,24,575,203,219,114,14,0,1,0,0
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG CORP A",57,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:34:36",1334,1315,0,18,1,574,555,0,18,1,480,75,1455,900,296,133,31,2,3,4,11
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG CORP B",56,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:10:07",1342,1315,0,27,0,735,708,0,27,0,722,13,1447,712,282,322,63,2,19,1,33
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG - GRĂDINIȚA PN",58,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:10",577,556,0,18,3,306,285,0,18,3,295,11,639,333,133,130,21,0,6,0,5
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN GĂVENEA”",26,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:26:40",1343,1337,6,0,0,554,554,0,0,0,541,13,1494,940,153,150,126,41,40,7,24
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN GĂVENEA”",25,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:24:33",1659,1623,0,4,32,751,715,0,4,32,705,6,1798,1083,147,237,154,53,67,7,40
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN GĂVENEA”",27,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:28",1444,1435,3,6,0,602,596,0,6,0,582,20,1592,990,154,188,92,56,60,10,22
38,TULCEA,"ŞCOALA GIMNAZIALĂ CRISAN",110,CRIŞAN,160261,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:19",375,363,7,0,5,201,196,0,0,5,196,5,406,205,27,92,46,4,19,1,7
38,TULCEA,"SCOALĂ GIMNAZIALĂ ” DOBRE VLĂDESCU” TURCOAIA",199,TURCOAIA,161464,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:17",1202,1160,1,8,33,796,755,0,8,33,764,32,1279,483,325,200,187,3,24,2,23
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”DOBRE VLĂDESCU” TURCOAIA",198,TURCOAIA,161464,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:21:08",1402,1356,2,3,41,984,938,2,3,41,950,34,1539,555,408,198,262,11,42,3,26
38,TULCEA,"SCOALA GIMNAZIALA DOROBANTU",114,DOROBANŢU,160323,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:12",664,616,0,12,36,361,313,0,12,36,346,15,679,318,26,203,77,2,31,0,7
38,TULCEA,"ȘCOALA GIMNAZIALĂ „ELENA DOAMNA”",8,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:57",1056,1041,2,6,7,435,422,0,6,7,424,11,1171,736,76,171,73,33,48,9,14
38,TULCEA,"ȘCOALA GIMNAZIALĂ „ELENA DOAMNA”",7,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:47",1234,1227,6,1,0,472,471,0,1,0,455,17,1416,944,100,171,76,24,46,9,29
38,TULCEA,"ȘCOALA GIMNAZIALĂ „ELENA DOAMNA”",9,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:10",1219,1190,19,10,0,559,548,1,10,0,548,11,1345,786,120,188,109,45,48,18,20
38,TULCEA,"ȘCOALA GIMNAZIALĂ „ELENA DOAMNA”",10,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:55",891,880,0,5,6,400,389,0,5,6,383,17,976,576,108,138,62,24,29,10,12
38,TULCEA,"ŞCOALA GIMNAZIALĂ FĂGĂRAȘU NOU",194,TOPOLOG,161384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:07",487,484,0,3,0,228,225,0,3,0,210,17,534,307,41,83,49,2,27,0,8
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE BANEA”",65,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:45",1323,1303,1,11,8,637,618,0,11,8,618,19,1441,804,175,246,108,21,40,2,26
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE BANEA”",64,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:11:37",1195,1190,0,3,2,540,535,0,3,2,511,24,1319,784,122,186,97,12,47,7,40
38,TULCEA,"ŞCOALA GIMNAZIALĂ GRECI, CORP B",122,GRECI,160430,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:34",1494,1490,1,3,0,706,703,0,3,0,680,26,1646,940,245,291,77,13,22,7,25
38,TULCEA,"ŞCOALA GIMNAZIALĂ GRECI, CORP B",123,GRECI,160430,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:42",1190,1178,1,9,2,523,512,0,9,2,511,12,1303,780,182,203,64,8,11,8,35
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GRIGORE ANTIPA”",21,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:01",995,985,4,6,0,459,453,0,6,0,444,15,1105,646,119,165,66,33,39,10,12
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GRIGORE ANTIPA”",20,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:50",1136,1133,0,3,0,472,469,0,3,0,448,9,1261,600,93,172,96,29,28,14,16
38,TULCEA,"ȘCOALA GIMNAZIALĂ HAMCEARCA",125,HAMCEARCA,160476,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:11",271,251,0,9,11,170,150,0,9,11,166,4,279,108,62,76,22,0,3,2,1
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”IOAN NENIŢESCU”",52,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:19",1224,1218,0,6,0,532,526,0,6,0,518,12,1348,818,129,181,96,31,27,8,46
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”IOAN NENIŢESCU”",53,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:00",1475,1465,3,6,1,643,633,3,6,1,623,20,1622,979,137,228,128,46,41,5,38
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”IOAN NENIȚESCU ” PARTIZANI",149,MALIUC,160779,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:08",326,316,0,3,7,212,202,0,3,7,207,5,351,139,143,33,21,3,1,0,6
38,TULCEA,"ȘCOALA GIMNAZIALĂ JIJILA",135,JIJILA,160617,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:05:49",1797,1792,0,3,2,898,893,0,3,2,877,21,1975,1077,367,316,103,18,37,4,32
38,TULCEA,"ȘCOALA GIMNAZIALĂ JIJILA (CORP GRĂDINIȚA CU PROGRAM NORMAL JIJILA)",136,JIJILA,160617,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:30:50",1593,1588,1,2,2,806,802,0,2,2,774,32,1754,948,296,311,91,13,32,6,25
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”MAIOR IOAN MURGESCU”",183,SMÂRDAN,161286,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:42",867,848,0,2,17,468,449,0,2,17,455,13,954,486,30,328,56,8,11,5,17
38,TULCEA,"ŞCOALA GIMNAZIALĂ MALIUC",147,MALIUC,160779,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:50",314,299,2,9,4,196,182,1,9,4,186,10,331,135,112,27,29,3,11,0,4
38,TULCEA,"ȘCOALA GIMNAZIALĂ MIHAI BRAVU",150,"MIHAI BRAVU",160831,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:29",555,532,4,11,8,242,223,0,11,8,226,16,591,349,35,132,43,1,4,1,10
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” VALEA TEILOR",203,"VALEA TEILOR",161561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:07:27",1149,1110,1,32,6,803,765,0,32,6,760,43,1206,403,383,257,81,2,8,3,26
38,TULCEA,"ŞCOALA GIMNAZIALĂ MIHAIL KOGĂLNICEANU",153,"MIHAIL KOGĂLNICEANU",160877,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:21:08",1669,1571,0,55,43,1123,1025,0,55,43,1097,26,1764,641,507,389,138,18,16,1,28
38,TULCEA,"ŞCOALA GIMNAZIALĂ MILA23",112,CRIŞAN,160261,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:34",376,373,0,3,0,247,244,0,3,0,232,15,409,162,32,124,52,5,5,3,11
38,TULCEA,"ŞCOALA GIMNAZIALĂ MINERI",185,SOMOVA,161302,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:11",1637,1634,1,2,0,816,813,1,2,0,793,23,1805,989,263,189,122,143,28,6,42
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN” BABADAG",55,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:40:05",1848,1760,1,68,19,898,811,0,68,19,844,54,1971,1073,362,354,73,12,15,9,19
38,TULCEA,"ŞCOALA GIMNAZIALĂ NALBANT",162,NALBANT,160993,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:49:47",763,745,1,6,11,412,395,0,6,11,391,21,834,422,93,217,55,1,6,8,11
38,TULCEA,"ȘCOALA GIMNAZIALĂ NEATÂRNAREA",82,BEIDAUD,159847,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:10:37",192,184,0,5,3,192,184,0,5,3,177,15,399,207,36,97,17,0,1,16,10
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NICHIFOR LUDOVIG”",166,NICULIŢEL,161035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:58:07",1158,1152,1,2,3,523,518,0,2,3,507,16,1275,751,101,198,100,4,72,2,30
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NICHIFOR LUDOVIG”",165,NICULIŢEL,161035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:59:20",1241,1237,1,0,3,569,569,0,0,0,548,21,1366,776,86,230,86,4,100,2,40
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NIFON BĂLĂŞESCU”",47,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:32",1325,1322,0,3,0,497,494,0,3,0,477,20,1472,975,90,159,114,32,40,9,33
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NIFON BĂLĂŞESCU”",45,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:07",1022,1013,4,5,0,389,384,0,5,0,382,5,1144,757,110,58,140,34,20,20,0
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NIFON BĂLĂŞESCU”",46,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:34:11",1465,1451,0,7,7,628,621,0,0,7,604,24,1616,988,118,210,125,53,45,10,43
38,TULCEA,"ŞCOALA GIMNAZIALĂ NR.12",32,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:13:56",1383,1370,1,11,1,486,475,0,10,1,456,19,1520,1045,107,173,91,21,27,4,33
38,TULCEA,"ŞCOALA GIMNAZIALĂ NR.12",31,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:40",1258,1247,1,10,0,543,533,0,10,0,524,14,1415,867,112,218,94,26,50,6,18
38,TULCEA,"ȘCOALA GIMNAZIALĂ NR. 12",30,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:31",1083,1055,0,8,20,444,416,0,8,20,433,11,1186,742,91,151,96,25,42,9,19
38,TULCEA,"ȘCOALA GIMNAZIALĂ NR. 12",29,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:14",1164,1158,0,6,0,506,500,0,6,0,496,10,1295,789,111,183,84,39,53,4,22
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”PANAIT CERNA”",101,CERNA,160127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:21:39",1673,1589,4,40,40,1025,943,2,40,40,998,27,1749,724,203,444,283,12,22,9,25
38,TULCEA,"ŞCOALA GIMNAZIALĂ SARICHIOI",175,SARICHIOI,161179,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:28",1318,1315,0,0,3,548,545,0,0,3,531,17,1457,909,137,246,118,2,9,3,16
38,TULCEA,"ŞCOALA GIMNAZIALĂ SARICHIOI",174,SARICHIOI,161179,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:37",1490,1486,1,0,3,651,648,0,0,3,629,22,1643,992,207,277,95,11,14,2,23
38,TULCEA,"ȘCOALA GIMNAZIALĂ SARIGHIOL DE DEAL",83,BEIDAUD,159847,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:01",473,463,0,4,6,272,262,0,4,6,252,20,623,351,48,160,24,1,2,5,12
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”TRAIAN COȘOVEI’’ SOMOVA",184,SOMOVA,161302,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:09",2041,2026,3,10,2,1076,1061,3,10,2,1042,33,2235,1160,476,167,113,226,21,8,31
38,TULCEA,"ȘCOALA GIMNAZIALĂ TURDA",152,"MIHAI BRAVU",160831,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:13",996,966,0,5,25,526,498,0,5,23,504,22,1103,577,86,310,75,4,8,1,20
38,TULCEA,"ŞCOALA GIMNAZIALA ”VASILE ALECSANDRI ”NUFARU",168,NUFĂRU,161053,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:38",1020,1000,0,10,10,529,509,0,10,10,509,20,1100,571,111,195,80,6,35,3,79
38,TULCEA,"ȘCOALA GIMNAZIALĂ ZEBIL",179,SARICHIOI,161179,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:00",1054,1037,0,14,3,432,415,0,14,3,402,30,1145,713,72,202,90,5,12,1,20
38,TULCEA,"SCOALA I- IV - INCAPERE EXPOZITIONALA",71,"ORAŞ SULINA",159767,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:53:27",961,944,0,7,10,507,490,0,7,10,491,13,1046,542,69,172,134,53,46,5,12
38,TULCEA,"ȘCOALA I-IV PROSPECT",72,"ORAŞ SULINA",159767,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:54:28",208,192,2,8,6,114,100,0,8,6,108,6,213,99,15,45,29,4,12,1,2
38,TULCEA,"ȘCOALA MEȘTERU",116,DOROBANŢU,160323,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:43:10",66,58,0,5,3,66,58,0,5,3,64,2,100,34,1,43,15,0,2,0,3
38,TULCEA,"ŞCOALA PRIMARĂ",133,IZVOARELE,160564,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:20",138,117,0,13,8,138,117,0,13,8,134,4,202,64,46,63,19,1,1,0,4
38,TULCEA,"ŞCOALA PRIMARĂ",93,CASIMCEA,159963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:15",331,321,0,4,6,235,225,0,4,6,223,12,354,119,37,172,11,1,1,0,1
38,TULCEA,"ŞCOALA PRIMARĂ",90,"C.A. ROSETTI",159883,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:59:55",154,152,0,1,1,77,75,0,1,1,67,10,167,90,10,15,21,2,16,2,1
38,TULCEA,"ŞCOALA PRIMARĂ",89,"C.A. ROSETTI",159883,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:36",231,227,0,3,1,137,133,0,3,1,131,6,245,108,45,37,30,9,6,0,4
38,TULCEA,"ŞCOALA PRIMARĂ",108,CIUCUROVA,160225,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:26",156,147,0,9,0,91,82,0,9,0,88,3,166,75,48,11,18,0,1,0,10
38,TULCEA,"ŞCOALA PRIMARĂ",95,CASIMCEA,159963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:54",495,482,0,9,4,375,362,0,9,4,367,8,532,157,252,83,14,0,8,0,10
38,TULCEA,"ŞCOALA PRIMARĂ",94,CASIMCEA,159963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:37",263,248,0,5,10,132,117,0,5,10,127,5,274,142,54,53,12,0,6,0,2
38,TULCEA,"ŞCOALA PRIMARĂ",134,IZVOARELE,160564,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:57",249,244,0,0,5,167,162,0,0,5,158,9,269,95,59,80,16,1,0,1,1
38,TULCEA,"ŞCOALA PRIMARĂ CAMENA",77,BAIA,159785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:43",302,277,1,21,3,226,201,1,21,3,218,8,306,80,114,85,5,4,5,1,4
38,TULCEA,"ŞCOALA PRIMARĂ CERBU",193,TOPOLOG,161384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:36:34",84,73,0,9,2,84,73,0,9,2,79,5,185,101,16,42,12,3,3,0,3
38,TULCEA,"ŞCOALA PRIMARĂ DUNAVĂȚU DE JOS",158,MURIGHIOL,160911,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:16",521,515,0,5,1,296,290,0,5,1,284,12,573,277,76,79,46,7,51,3,22
38,TULCEA,"ŞCOALA PRIMARĂ ENISALA",176,SARICHIOI,161179,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:03",769,763,0,5,1,385,379,0,5,1,369,15,843,458,55,217,81,0,5,3,8
38,TULCEA,"ȘCOALA PRIMARĂ GORGOVA",148,MALIUC,160779,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:40",114,111,0,3,0,70,67,0,3,0,68,2,122,52,35,12,12,1,4,0,4
38,TULCEA,"ŞCOALA PRIMARĂ LUNCA",97,"CEAMURLIA DE JOS",160092,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:53",1018,992,0,6,20,497,471,0,6,20,465,32,1118,621,220,151,57,2,14,5,16
38,TULCEA,"ȘCOALA PRIMARĂ NICOLAE BĂLCESCU",163,NALBANT,160993,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:52:29",1039,1007,1,16,15,582,551,0,16,15,558,24,1105,523,302,157,69,2,3,7,18
38,TULCEA,"ŞCOALA PRIMARĂ NR. 1",67,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:43",1942,1928,4,7,3,831,821,0,7,3,805,9,2124,1310,248,308,110,35,66,8,30
38,TULCEA,"ŞCOALA PRIMARĂ NR. 1",68,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:22",729,722,0,4,3,330,323,0,4,3,303,27,809,479,87,138,40,4,20,2,12
38,TULCEA,"ŞCOALA PRIMARĂ NR. 9",50,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:17",1130,1126,0,4,0,438,434,0,4,0,427,11,1246,808,109,123,104,38,26,7,20
38,TULCEA,"ŞCOALA PRIMARĂ NR. 9",51,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:44",1366,1358,1,7,0,504,497,0,7,0,491,13,1511,1007,104,166,113,32,28,8,40
38,TULCEA,"ŞCOALA PRIMARĂ PANDURU",80,BAIA,159785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:24",340,323,0,11,6,207,190,0,11,6,204,3,355,148,104,62,22,0,9,2,5
38,TULCEA,"ŞCOALA PRIMARĂ SÂMBĂTA NOUĂ",197,TOPOLOG,161384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:37",402,397,0,3,2,228,223,0,3,2,219,9,444,216,27,104,67,4,6,4,7
