precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VIGHECIU ADRIAN-NICOLAE-ALIANȚA ELECTORALĂ PSD PNL-voturi","VADIM-TUDOR LIDIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALBU SAVEL-ADRIAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","DIMITRIU ALEXANDRU-PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","UJEUCA MICHAEL-DAN-PARTIDUL SOCIAL DEMOCRAT UNIT-voturi","POPESCU VLAD-PIEDONE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","STATE CONSTANTIN-MIREL-PARTIDUL ROMÂNIA MARE-voturi","ILIE MARIO-RAFAEL-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","MARIN ŞTEFĂNEL-DAN-PARTIDUL S.O.S. ROMÂNIA-voturi","VANGHELIE MARIAN-DANIEL-voturi"
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1022,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:20:41",1163,1154,2,7,0,526,519,0,7,0,515,11,1300,774,81,20,7,99,1,270,0,7,8,22
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1025,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:15:08",933,927,1,5,0,405,400,0,5,0,391,14,1000,595,65,16,9,81,2,188,2,4,5,19
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1021,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 18:13:34",1007,993,7,7,0,478,471,0,7,0,461,11,1100,628,73,22,10,94,2,231,5,5,3,16
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1027,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:29:41",1010,1001,0,9,0,461,452,0,9,0,456,5,1100,639,89,29,14,84,3,205,6,1,18,7
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1020,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:26:08",1085,1074,0,11,0,531,520,0,11,0,512,9,1200,675,76,33,8,81,6,270,1,7,8,22
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1031,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:06:18",1071,1068,0,3,0,419,416,0,3,0,409,6,1200,785,43,36,8,67,0,220,2,5,10,18
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.125",1004,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:30:36",1546,1535,1,10,0,623,613,0,10,0,610,8,1600,977,104,53,5,87,1,305,2,10,14,29
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.125",1002,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:28:27",1813,1802,2,9,0,813,804,0,9,0,787,26,1900,1087,138,68,13,125,3,383,2,5,15,35
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.125",1003,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:44:31",1885,1872,3,10,0,780,770,0,10,0,743,37,1900,1120,128,67,19,93,2,369,1,1,20,43
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.126",1011,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 12:17:39",1849,1838,3,8,0,908,900,0,8,0,885,16,2000,1099,173,58,28,234,10,315,4,4,17,42
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.126",1013,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:36:50",1192,1191,0,1,0,464,463,0,1,0,459,4,1400,933,72,33,9,83,2,219,2,3,12,24
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.126",1014,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:08:18",1561,1547,1,11,2,559,546,0,11,2,543,1,1700,1156,48,34,6,64,0,349,2,5,18,17
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.126",1012,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:15:38",1277,1274,1,2,0,542,540,0,2,0,528,14,1400,858,81,35,16,78,1,259,5,8,7,38
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.127",1000,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:58:12",1872,1865,1,5,1,777,771,0,5,1,763,14,2000,1223,117,50,22,97,6,394,4,7,25,41
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.127",1001,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:43:35",1951,1944,4,3,0,870,867,0,3,0,852,18,2100,1230,132,50,12,101,2,484,6,12,9,44
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.127",997,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:40:42",1912,1898,5,8,1,733,724,0,8,1,712,21,2000,1267,90,44,12,102,1,373,4,7,14,65
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.127",999,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:05:36",2015,2002,4,8,1,820,811,0,8,1,806,12,2100,1280,83,42,18,135,1,469,2,6,10,40
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.127",998,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:10:43",1962,1957,2,3,0,760,757,0,3,0,735,23,2000,1242,121,53,12,93,3,394,2,6,23,28
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",990,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:36:53",792,782,0,10,0,419,409,0,10,0,401,18,900,481,108,29,19,155,0,66,3,6,6,9
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",984,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:47:34",879,854,13,12,0,404,392,0,12,0,395,9,1000,596,84,21,30,147,4,81,1,5,7,15
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",986,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 14:10:37",971,893,73,5,0,375,370,0,5,0,360,12,1000,628,88,22,25,138,2,53,2,3,11,16
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",982,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:51:21",859,849,0,10,0,392,382,0,10,0,382,9,1000,608,99,29,11,141,4,42,3,4,9,40
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",981,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:13:20",1065,1038,15,9,3,440,428,0,9,3,428,12,1300,860,79,23,22,210,3,40,1,2,6,42
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",988,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:23:21",670,654,8,8,0,312,304,0,8,0,299,13,800,488,78,32,11,103,7,48,1,2,0,17
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",980,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:46:33",934,925,3,6,0,446,440,0,6,0,437,9,1000,554,101,29,17,185,1,66,4,2,2,30
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",989,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:38:51",1189,1146,34,9,0,574,564,1,9,0,553,19,1400,826,156,52,31,178,1,82,6,4,15,28
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",985,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:07:19",878,827,37,13,1,302,288,0,13,1,297,5,1000,698,76,26,15,75,0,92,4,0,6,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",987,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:53:21",693,679,10,4,0,368,364,0,4,0,357,11,800,432,114,19,13,128,0,55,2,2,3,21
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",983,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:00:52",1106,1078,10,18,0,572,554,0,18,0,557,15,1200,628,121,16,21,266,4,69,0,4,3,53
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.128",979,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:34:29",1037,1022,0,15,0,505,490,0,15,0,488,15,1200,695,107,49,14,219,6,58,1,3,4,27
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.131",1008,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:36:39",1863,1851,2,4,6,740,730,0,4,6,722,18,2500,1760,129,54,16,127,2,331,5,9,10,39
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.131",1005,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:07:20",1458,1428,2,10,18,589,563,0,10,16,572,17,1500,700,93,29,11,62,1,314,1,5,15,41
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.131",1007,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:27:49",1408,1372,2,4,30,521,487,0,4,30,504,17,1500,979,94,34,10,55,2,260,1,3,20,25
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.131",1009,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:10:59",1540,1490,1,7,42,664,628,0,7,29,649,15,1500,835,133,34,8,98,3,338,3,4,5,23
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.131",1006,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:02:59",1677,1630,2,5,40,663,628,0,5,30,649,14,1700,1037,121,49,9,87,1,341,4,4,12,21
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.131",1010,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:11:07",1917,1896,2,2,17,741,722,0,2,17,717,22,2000,1239,112,55,23,118,1,345,10,2,18,33
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",857,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:46:44",1425,1423,0,2,0,561,559,0,2,0,546,15,1600,1039,62,30,6,54,2,360,1,5,10,16
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",854,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:25:00",1430,1427,0,3,0,558,555,0,3,0,548,10,1600,1042,84,44,14,67,2,289,3,2,18,25
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",860,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:15:54",1633,1628,1,4,0,559,554,1,4,0,520,15,1800,1265,56,31,0,37,2,369,2,1,7,15
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",852,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:30:55",2099,2018,65,16,0,426,410,0,16,0,409,17,2100,1674,66,24,8,69,3,208,1,2,13,15
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",856,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 18:41:27",1442,1437,5,0,0,607,604,3,0,0,598,9,1600,993,69,39,5,47,0,402,6,1,19,10
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",858,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:36:37",1969,1964,1,4,0,693,689,0,4,0,656,16,2100,1411,110,39,10,97,3,321,4,8,25,39
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",861,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:36:28",1642,1637,0,5,0,538,533,0,5,0,520,18,1800,1262,56,25,7,31,0,358,2,5,18,18
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",855,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:45:26",1299,1297,0,2,0,407,405,0,2,0,400,7,1400,993,46,18,2,21,1,288,3,1,8,12
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",862,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:09:20",1501,1488,2,11,0,475,464,0,11,0,466,9,1600,1125,74,42,9,36,2,237,6,2,16,42
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",859,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:31:11",1655,1646,0,9,0,528,519,0,9,0,518,10,1800,1272,61,32,14,38,4,314,4,6,19,26
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.134",853,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:04:09",1890,1841,44,5,0,660,655,0,5,0,645,15,2000,1340,94,73,18,88,0,301,5,2,26,38
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.135",894,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:05:37",1657,1640,1,16,0,765,749,0,16,0,756,9,1800,1035,92,43,22,121,3,410,4,26,14,21
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.135",893,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:47:48",1241,1234,1,3,3,525,519,0,3,3,512,13,1400,875,52,31,10,83,4,278,1,13,11,29
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.135",892,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:07:55",1268,1259,6,3,0,604,601,0,3,0,595,9,1400,796,102,39,7,140,2,287,1,3,8,6
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.135",891,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:58:25",1024,1021,2,1,0,511,510,0,1,0,502,9,1200,689,82,27,11,83,2,268,1,2,5,21
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",873,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:42:38",1426,1422,0,4,0,533,529,0,4,0,515,18,1600,1067,55,22,4,36,1,361,2,1,7,26
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",869,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:55:45",1753,1753,0,0,0,464,464,0,0,0,446,11,1900,1443,30,26,2,18,0,339,1,5,10,15
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",867,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:23:49",1755,1752,0,3,0,500,497,0,3,0,488,12,1900,1400,77,43,5,34,1,295,1,2,11,19
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",870,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:59:31",1206,1200,0,6,0,406,400,0,6,0,389,17,1300,894,55,21,5,30,1,238,5,0,15,19
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",868,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:34:57",1254,1253,0,1,0,379,378,0,1,0,350,29,1400,1021,56,29,8,13,1,228,2,0,4,9
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",871,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:42:10",1424,1420,0,4,0,553,549,0,4,0,537,16,1600,1047,72,24,5,30,1,350,5,6,13,31
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",872,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:01:11",1459,1453,3,3,0,512,509,0,3,0,500,7,1600,1093,54,40,7,33,1,331,3,1,11,19
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1038,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:30:09",1047,1036,2,9,0,431,422,0,9,0,424,7,1200,769,65,28,18,78,0,213,3,2,5,12
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1046,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:54:35",1129,1124,2,3,0,457,454,0,3,0,448,9,1200,743,59,32,21,108,2,191,3,5,6,21
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1037,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:57:55",1137,1127,2,8,0,499,491,0,8,0,486,13,1200,701,97,19,11,78,0,245,2,0,23,11
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1036,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:21:35",1008,1000,1,7,0,463,456,0,7,0,445,18,1100,637,79,25,14,87,0,214,4,0,6,16
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1048,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:44:49",1054,1048,2,4,0,408,404,0,4,0,397,11,1198,790,61,30,4,87,2,181,0,4,7,21
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1049,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:25:24",959,950,1,8,0,416,408,0,8,0,412,4,1124,708,70,22,6,105,2,187,5,3,4,8
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1041,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:47:16",1187,1176,4,7,0,502,495,0,7,0,491,11,1300,798,81,41,6,98,2,224,2,5,9,23
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1042,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:27:08",1003,996,3,4,0,456,452,0,4,0,445,11,1100,644,71,39,16,91,1,180,10,6,13,18
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1040,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:05:04",950,933,10,7,0,427,420,0,7,0,416,11,1100,673,74,21,10,82,1,192,2,1,6,27
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1044,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:48:06",1241,1232,3,6,0,556,550,0,6,0,549,7,1400,844,99,37,6,117,3,253,3,3,8,20
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1039,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:14:01",1042,1036,0,6,0,503,497,0,6,0,494,9,1200,696,80,38,13,90,2,246,0,1,9,15
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1047,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:46:56",896,892,0,4,0,398,394,0,4,0,390,8,1000,602,61,20,6,88,1,185,2,4,6,17
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1045,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:35:29",1044,1039,1,4,0,430,426,0,4,0,427,3,1200,770,91,25,8,93,3,174,4,1,7,21
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1043,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:43:11",982,970,3,9,0,398,389,0,9,0,389,9,1100,702,56,22,17,121,2,135,3,1,6,26
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1035,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:50:16",1151,1143,1,7,0,553,546,0,7,0,543,10,1300,747,108,30,18,174,3,174,4,5,9,18
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1033,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:22:30",1852,1841,4,7,0,801,794,0,7,0,781,20,1896,1095,139,74,27,184,3,289,3,3,21,38
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1032,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:31:23",1539,1534,2,3,0,663,660,0,3,0,642,4,1600,954,132,57,21,203,3,171,4,5,19,27
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1034,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:07:49",1685,1673,4,8,0,741,733,0,8,0,723,18,1800,1059,151,48,35,224,3,182,3,9,20,48
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",991,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:36:25",641,631,0,10,0,300,290,0,10,0,293,7,700,400,69,23,14,116,3,39,1,1,8,19
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",992,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:00:36",677,655,9,13,0,327,312,2,13,0,320,7,800,466,86,19,21,120,4,39,2,1,8,20
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",994,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:23:46",653,632,12,9,0,323,314,0,9,0,308,15,700,377,86,31,21,103,7,31,4,2,3,20
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",995,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:35:40",655,644,4,7,0,323,316,0,7,0,316,7,800,477,77,20,20,124,3,29,3,1,5,34
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",993,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:37:34",702,687,13,0,2,345,342,1,0,2,334,11,800,455,97,32,18,126,3,35,0,1,4,18
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",996,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:51:32",740,723,10,7,0,370,362,1,7,0,364,6,800,430,94,19,8,180,1,25,2,1,15,19
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.188",883,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:05:47",781,774,2,5,0,295,290,0,5,0,283,12,900,605,67,26,12,53,0,97,1,2,5,20
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.188",879,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:28:11",953,941,6,5,1,389,383,0,5,1,376,10,1000,613,79,33,18,83,3,129,5,3,6,17
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.188",882,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:56:52",1141,985,150,6,0,386,380,0,6,0,378,8,1100,714,74,23,17,93,3,145,1,1,9,12
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.188",881,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:56:47",869,852,0,17,0,402,393,0,9,0,378,15,900,507,60,27,7,84,1,140,4,4,16,35
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.188",880,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:57:35",1319,1303,9,7,0,565,558,0,7,0,556,9,1400,835,105,57,15,127,1,174,3,5,15,54
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.2",878,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:28:27",1371,1360,3,8,0,494,486,0,8,0,484,10,1500,1006,67,43,11,45,0,281,5,5,8,19
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.2",877,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:23:32",1029,1018,2,9,0,383,374,0,9,0,375,8,1100,717,53,23,15,35,2,214,3,0,6,24
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.2",874,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:42:14",1223,1181,0,42,0,439,397,0,42,0,411,24,1400,965,68,43,11,38,1,201,3,5,14,27
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.2",876,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:35:01",1175,1166,3,6,0,459,453,0,6,0,451,8,1300,841,48,23,7,43,2,289,3,4,12,20
