precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GIUGEA NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILE MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VASILESCU LIA-OLGUŢA-PARTIDUL SOCIAL DEMOCRAT-voturi","MIREA MARIUS-ALEXANDRU-PARTIDUL LIGA ACȚIUNII NAȚIONALE-voturi","VAVA ŞTEFAN-CLAUDIU-PARTIDUL PRO ROMÂNIA-voturi","MLADIN EMIL-IULIAN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PORUMBOIU GABRIELA-PARTIDUL OAMENILOR TINERI-voturi","NEAGU FLORENTINA-EMILIA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DIACONU RĂZVAN-CRISTIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","POTERAŞ COSMIN-MARIAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","OANCEA ELENA-voturi","DAN AURELIAN-LEONARD-voturi"
17,DOLJ,"LICEUL TEHNOLOGIC ”GEORGE BIBESCU”",99,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:35",1118,1109,1,8,0,391,383,0,8,0,386,5,1300,909,22,57,228,2,2,0,10,44,9,7,5,0
17,DOLJ,"LICEUL TEHNOLOGIC TRANSPORTURI CĂI FERATE",123,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:55",960,901,11,7,41,442,405,0,7,30,433,9,1000,558,43,63,231,3,3,0,4,58,8,13,6,1
17,DOLJ,"LICEUL TEHNOLOGIC TRANSPORTURI CĂI FERATE",124,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:24:22",960,933,5,7,15,446,424,0,7,15,442,4,1000,554,40,64,258,2,0,1,6,52,6,8,2,3
17,DOLJ,"LICEUL TEHNOLOGIC UCECOM „SPIRU HARET”",23,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:57",1568,1561,0,7,0,660,653,0,7,0,649,11,1600,940,52,104,342,2,2,0,6,98,8,16,12,7
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",22,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:35:09",1370,1357,3,10,0,565,555,0,10,0,558,7,1400,835,37,94,304,0,1,3,3,81,14,5,12,4
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",21,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:52",1287,1279,0,8,0,524,516,0,8,0,509,15,1500,976,38,61,315,0,1,0,5,60,10,11,7,1
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",20,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:06:49",1422,1411,2,9,0,535,526,0,9,0,528,7,1600,1065,55,85,259,2,1,1,3,98,4,10,6,4
17,DOLJ,"LICEUL TEORETIC ”TRAIAN VUIA”",6,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:03:02",1168,1159,4,5,0,523,518,0,5,0,507,16,1300,777,66,55,252,1,5,3,5,70,11,22,14,3
17,DOLJ,"LICEUL TEORETIC ”TRAIAN VUIA”",7,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:41",1008,1001,0,7,0,436,429,0,7,0,427,9,1200,764,39,53,242,0,0,3,1,53,10,19,4,3
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",156,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:24",1285,1276,4,5,0,474,469,0,5,0,466,8,1400,926,31,83,237,2,1,3,4,66,17,10,7,5
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",155,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:40:19",1283,1270,3,10,0,547,537,0,10,0,533,14,1300,753,60,81,291,1,1,5,4,61,9,9,7,4
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",154,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:05:29",1246,1235,4,7,0,496,489,0,7,0,490,6,1300,804,41,72,267,0,2,0,6,68,14,13,5,2
17,DOLJ,"LICEUL ”VOLTAIRE”",25,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:25:30",1576,1568,0,7,1,475,467,0,7,1,466,9,1800,1325,40,82,247,1,3,8,5,44,17,7,6,6
17,DOLJ,"LICEUL ”VOLTAIRE”",24,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:47:43",1563,1557,1,5,0,562,557,0,5,0,550,12,1800,1238,58,78,310,1,6,0,6,75,7,2,5,2
17,DOLJ,"PRIMARIA CRAIOVA- DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",3,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:13:36",1317,1306,0,11,0,554,543,0,11,0,547,7,1500,946,73,96,243,5,2,2,4,89,10,11,10,2
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",167,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:55",1346,1328,11,7,0,543,536,0,7,0,537,6,1400,857,41,95,287,0,1,3,2,68,12,12,11,5
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA-DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",168,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:55:17",1416,1400,6,10,0,603,593,0,10,0,593,10,1600,997,37,117,342,0,1,2,6,62,6,8,9,3
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)",150,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:23",966,959,0,7,0,427,420,0,7,0,418,9,1000,573,36,53,235,0,1,3,3,50,12,16,6,3
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)",151,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:48",1130,1126,0,4,0,470,466,0,4,0,460,10,1200,730,44,61,251,0,0,3,9,66,5,16,4,1
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)”",149,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:18",968,958,2,8,0,432,424,0,8,0,422,10,1000,568,42,54,226,5,0,4,6,56,16,10,2,1
17,DOLJ,"PUNCTUL TERMIC NR.1 LĂPUȘ (LÂNGĂ BL.23 - BLD. DECEBAL NR.66B)",165,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:08:18",1341,1326,8,7,0,535,528,0,7,0,526,9,1400,865,43,81,290,4,2,3,2,65,9,12,10,5
17,DOLJ,"PUNCTUL TERMIC NR.2 LĂPUȘ (LÂNGĂ BL. 59 - BLD. DECEBAL NR.55B)",166,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:13:28",1549,1542,1,6,0,725,719,0,6,0,700,25,1700,975,50,126,358,0,5,1,11,98,19,12,17,3
17,DOLJ,"RAT S.R.L.",74,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:58:11",1563,1552,5,6,0,589,583,0,6,0,579,10,1800,1211,56,62,339,3,2,3,5,78,11,9,9,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",89,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:36:29",1569,1561,1,7,0,575,568,0,7,0,565,10,1800,1225,47,82,339,1,2,1,5,60,11,4,9,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",90,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:44:06",1611,1603,2,6,0,567,561,0,6,0,560,7,1900,1333,37,89,330,0,2,1,3,65,6,8,10,9
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",91,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 15:59:11",1477,1466,3,8,0,622,614,0,8,0,608,14,1800,1178,34,87,376,1,1,5,10,64,9,9,8,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",88,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:41:48",1431,1420,2,8,1,552,543,0,8,1,540,12,1700,1148,38,56,329,0,1,0,8,78,11,7,10,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ANTON PAN” (FOSTA NR.13 BUCOVĂŢ)",60,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:13",1857,1850,2,5,0,512,507,0,5,0,494,18,2100,1588,30,93,295,2,1,4,3,35,17,8,4,2
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ANTON PAN” (FOSTA NR.13 BUCOVĂȚ)",59,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:51",1848,1838,0,10,0,396,386,0,10,0,366,30,2100,1704,12,57,251,0,3,2,1,22,11,4,2,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”DECEBAL” (FOSTA NR. 12)",109,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:27:16",1317,1303,8,6,0,543,537,0,6,0,535,8,1400,857,57,75,277,1,0,3,9,70,20,12,9,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”DECEBAL” (FOSTA NR. 12)",110,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:40:04",1392,1383,3,6,0,561,555,0,6,0,550,11,1500,939,54,77,281,0,0,4,3,94,5,12,14,6
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”DECEBAL” (FOSTA NR. 12)",108,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:12:10",1336,1321,7,8,0,500,492,0,8,0,485,15,1400,900,44,64,267,0,1,2,6,71,7,14,9,0
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.33)",80,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:23",1581,1574,0,7,0,598,591,0,7,0,577,21,1800,1202,40,81,353,1,2,2,9,70,9,4,6,0
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.33)",79,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:42:28",1589,1579,3,7,0,602,595,0,7,0,588,14,1900,1298,30,55,430,2,1,3,3,37,7,10,5,5
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.33)",81,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:06:48",1370,1365,0,5,0,518,513,0,5,0,509,9,1600,1082,31,89,299,1,1,1,9,53,8,8,7,2
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",77,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:05",1612,1605,1,6,0,656,650,0,6,0,641,15,1900,1244,41,113,347,1,0,3,13,77,21,13,9,3
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",75,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:28:01",1587,1578,0,9,0,649,640,0,9,0,640,9,1800,1151,42,95,401,2,1,0,6,64,12,7,6,4
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",78,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:00:47",1583,1575,0,8,0,619,611,0,8,0,613,6,1900,1281,50,94,343,0,3,3,10,74,10,13,9,4
17,DOLJ,"ȘCOALA GIMNAZIALĂ ”ELENA FARAGO” (FOSTA SCOALA GIMNAZIALA NR.34)",76,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:22:27",1588,1568,1,8,11,570,551,0,8,11,558,12,1800,1230,44,81,334,5,2,3,7,53,11,6,7,5
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",44,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:32",1414,1407,0,7,0,520,513,0,7,0,514,6,1600,1080,35,57,304,2,3,4,9,70,6,15,6,3
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",43,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:19:20",1514,1506,1,6,1,629,622,0,6,1,609,20,1700,1071,58,97,331,1,2,2,7,65,9,20,10,7
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",41,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:01",1266,1257,1,8,0,503,495,0,8,0,496,7,1400,897,33,81,281,1,3,6,4,65,6,7,3,6
17,DOLJ,"ȘCOALA GIMNAZIALA ”GHEORGHE BIBESCU” (FOSTA NR. 36)",42,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:24",1475,1461,8,6,0,550,544,0,6,0,541,9,1700,1150,39,95,305,0,0,1,15,56,12,6,7,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE ŢIŢEICA” (FOSTA NR. 21)",147,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:10:24",1353,1338,5,10,0,571,560,1,10,0,549,22,1400,829,53,65,291,3,2,2,2,90,13,16,10,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE ŢIŢEICA” (FOSTA NR. 21)",146,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:11",1367,1356,4,7,0,576,569,0,7,0,563,13,1400,824,74,91,273,1,1,2,5,77,12,13,12,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” (FOSTA NR.16)",70,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:46:18",1756,1748,0,6,2,621,613,0,6,2,608,13,2000,1379,36,109,362,5,3,1,1,54,22,7,5,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” (FOSTA NR.16)",72,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:41:37",1659,1654,0,5,0,593,588,0,5,0,574,19,1900,1307,38,114,345,3,2,2,5,32,25,3,3,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” (FOSTA NR.16)",71,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:26:43",1712,1698,5,9,0,648,639,0,9,0,630,18,2000,1352,42,94,391,4,1,1,7,53,22,1,11,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ION ŢUCULESCU” (FOSTA NR. 14)",134,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:53:16",1878,1857,8,6,7,756,743,0,6,7,736,20,2000,1244,74,155,359,0,4,2,9,92,16,12,9,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ION ŢUCULESCU” (FOSTA NR. 14)",135,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 17:33:04",1929,1913,1,12,3,803,788,0,12,3,798,5,2000,1197,56,165,423,5,4,5,9,80,15,19,9,8
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”LASCĂR CATARGIU” (FOSTA NR. 19)",56,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:23:06",1809,1804,1,4,0,607,603,0,4,0,584,23,2000,1393,46,107,317,1,0,3,10,57,22,7,11,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”LASCĂR CATARGIU” (FOSTA NR. 19)",54,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:29:13",2003,1986,2,15,0,712,697,0,15,0,681,31,2200,1488,42,117,425,2,1,3,6,63,7,7,6,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”LASCĂR CATARGIU” (FOSTA NR. 19)",55,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:02",1892,1885,0,6,1,658,651,0,6,1,640,18,2100,1442,27,103,427,1,3,1,5,36,14,8,7,8
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”LASCĂR CATARGIU” (FOSTA NR. 19)",57,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:49",1764,1746,3,9,6,738,723,0,9,6,718,20,2000,1262,52,133,423,2,5,0,5,68,20,5,2,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”(FOSTA NR. 37)",17,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:22:23",1025,1012,1,12,0,373,361,0,12,0,366,7,1200,827,14,46,231,2,1,0,3,46,9,5,6,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”(FOSTA NR.37",15,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:21:46",1186,1147,1,38,0,469,430,1,38,0,448,21,1300,831,35,51,254,2,1,2,4,64,6,17,10,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”(FOSTA NR.37)",16,"MUNICIPIUL CRAIOVA",69900,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:35",1257,1242,0,15,0,458,443,0,15,0,451,7,1400,942,23,55,287,4,1,3,4,60,5,6,3,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",95,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:16:12",1386,1375,3,8,0,470,462,0,8,0,456,14,1600,1130,32,64,286,2,2,1,4,40,13,2,9,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",94,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:09:50",1288,1277,2,9,0,454,445,0,9,0,448,6,1500,1046,42,80,245,1,1,2,2,42,11,10,7,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",98,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:32:35",1301,1290,2,8,1,453,444,0,8,1,445,8,1500,1047,35,58,283,2,3,0,6,32,7,6,8,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",96,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:19:58",1359,1350,1,8,0,498,490,0,8,0,485,13,1500,1002,32,63,313,1,2,1,5,49,7,8,2,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZU” (FOSTA NR.30)",97,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:15",1240,1229,0,11,0,470,459,0,11,0,458,12,1400,930,39,63,261,0,2,2,4,60,11,8,6,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”MIRCEA ELIADE”",12,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:03:39",1360,1345,5,10,0,666,656,0,10,0,654,12,1600,934,65,94,308,1,0,2,9,100,14,28,30,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",159,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:18:24",1338,1320,6,12,0,578,566,0,12,0,565,13,1500,922,45,79,322,0,7,0,1,73,8,12,16,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",158,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:15:07",1208,1199,2,7,0,478,471,0,7,0,470,8,1300,822,40,69,247,2,1,1,7,77,7,14,4,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",157,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:52",1473,1460,3,10,0,674,664,0,10,0,663,11,1600,926,63,96,372,1,2,1,5,84,4,20,13,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” (FOSTA NR.39)",160,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:48",1289,1280,2,7,0,526,519,0,7,0,514,12,1400,874,37,72,290,2,4,1,8,64,11,14,7,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ „NICOLAE ROMANESCU”",28,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:10",1413,1403,3,7,0,596,589,0,7,0,581,15,1600,1004,55,98,311,3,1,4,8,74,4,9,9,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE ROMANESCU” (FOSTA NR. 29)",30,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:02",1247,1238,0,8,1,420,411,0,8,1,408,12,1500,1080,23,74,231,1,1,1,2,47,8,9,8,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE ROMANESCU” (FOSTA NR. 29)",32,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:54",1010,998,3,7,2,373,363,1,7,2,366,7,1200,827,38,44,217,2,1,1,3,43,6,3,3,5
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”NICOLAE ROMANESCU” (FOSTA NR. 29)",31,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:35",1212,1200,1,10,1,484,473,0,10,1,476,8,1400,916,30,60,286,2,0,2,8,67,6,4,7,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.22 ”MIRCEA ELIADE”",11,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:54",1101,1088,4,9,0,452,443,0,9,0,440,12,1200,748,46,56,217,2,2,3,1,76,6,19,12,0
17,DOLJ,"ŞCOALA GIMNAZIALA NR. 26 MOFLENI – STRUCTURĂ A ŞCOLII GIMNAZIALE ”ANTON PAN” (FOSTA NR.13 BUCOVĂŢ)",58,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:02",1284,1275,1,8,0,455,447,0,8,0,431,24,1500,1045,30,126,203,3,3,0,1,39,20,5,0,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.38 - STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",170,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:26",1734,1726,2,6,0,578,572,0,6,0,556,22,1800,1222,39,117,326,3,2,4,6,35,13,0,5,6
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.38 - STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",169,"MUNICIPIUL CRAIOVA",69900,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:46",1492,1487,2,3,0,605,602,0,3,0,588,17,1600,995,52,126,312,7,2,7,4,54,11,1,9,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR.38 - STRUCTURĂ A ŞCOLII GIMNAZIALE ”ION CREANGA” (FOSTĂ NR.16)",171,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:18",1479,1467,1,11,0,538,527,0,11,0,526,12,1600,1062,43,90,313,2,3,0,10,37,19,4,4,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” (FOSTA NR.24)",122,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:04:59",1420,1412,2,6,0,615,609,0,6,0,603,12,1500,885,46,94,342,2,4,3,7,69,12,14,7,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” (FOSTA NR.24)",120,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:06:17",1623,1604,9,10,0,665,655,0,10,0,655,10,1700,1035,54,79,369,5,4,3,6,94,11,17,11,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” (FOSTA NR.24)",121,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:22:52",1349,1328,12,9,0,549,540,0,9,0,542,7,1400,851,61,67,280,3,4,3,8,74,9,15,14,4
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL DUMITRU” (FOSTA NR. 18)",49,"MUNICIPIUL CRAIOVA",69900,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:33:29",1009,998,3,8,0,450,442,0,8,0,441,9,1200,750,46,78,211,4,2,3,6,56,8,14,10,3
