precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞTEFAN CORNELIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ION SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","IACOB CONSTANTIN-CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PLĂIAŞU GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ȘCOALA NR.1 POIANA, SAT POIANA",339,POIANA,68431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:48",880,880,0,0,0,560,560,0,0,0,544,16,970,410,464,33,32,15
16,DÂMBOVIŢA,"ȘCOALA NR.2 PICIOR DE MUNTE - BOBOCI",236,DRAGODANA,67327,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:47",1102,1063,0,31,8,699,660,0,31,8,665,34,1170,471,365,192,108,0
16,DÂMBOVIŢA,"ȘCOALA NR.2 PICIOR DE MUNTE - BOBOCI",237,DRAGODANA,67327,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:45",718,712,0,4,2,416,410,0,4,2,405,11,780,364,223,103,53,26
16,DÂMBOVIŢA,"ȘCOALA NR.2 POIANA",341,POIANA,68431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:04",846,839,0,7,0,483,476,0,7,0,466,17,920,437,399,28,32,7
16,DÂMBOVIŢA,"ŞCOALA OLTENI",279,LUCIENI,67773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:38:56",475,458,0,17,0,305,288,0,17,0,298,7,500,195,258,13,17,10
16,DÂMBOVIŢA,"ŞCOALA PITARU",344,POTLOGI,68468,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:20",695,684,0,11,0,382,371,0,11,0,370,12,750,368,300,35,24,11
16,DÂMBOVIŢA,"ŞCOALA POTLOGI",343,POTLOGI,68468,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:43",1227,1214,1,12,0,752,740,0,12,0,736,16,1340,588,565,116,38,17
16,DÂMBOVIŢA,"ŞCOALA POTLOGI",342,POTLOGI,68468,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:48",1213,1206,0,7,0,710,703,0,7,0,690,20,1330,620,487,147,44,12
16,DÂMBOVIŢA,"ȘCOALA PREOT PANAIT GEORGESCU",228,DOBRA,67292,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:53:52",1440,1409,0,14,17,990,959,0,14,17,976,14,1570,580,764,125,63,24
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ BROȘTENI",349,PRODULEŞTI,68529,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:47",516,513,0,1,2,254,251,0,1,2,248,6,570,0,192,21,30,5
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ BUJOREANCA",207,CORNEŞTI,67014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:32:04",375,359,0,16,0,237,221,0,16,0,228,9,400,163,101,22,28,77
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ COSTEȘTII DIN DEAL",350,PRODULEŞTI,68529,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:25",756,741,0,8,7,478,463,0,8,7,454,24,820,342,356,27,52,19
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ CRIVĂŢU",209,CORNEŞTI,67014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:45:56",202,194,0,7,1,145,137,0,7,1,142,3,220,75,99,13,6,24
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ DRĂGHINEASCA",356,RĂSCĂEŢI,179926,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:07",800,791,0,1,8,615,606,0,1,8,601,14,880,265,85,428,67,21
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ”GRIGORE STĂNESCU ” POSTÎRNACU",212,CORNEŞTI,67014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:08:02",661,643,0,15,3,345,327,0,15,3,320,25,710,364,120,33,41,126
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ HANU LUI PALĂ",394,ULIEŞTI,68976,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:11",279,271,0,8,0,203,195,0,8,0,199,4,296,93,95,98,3,3
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ IBRIANU",211,CORNEŞTI,67014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:50",603,584,0,17,2,389,370,0,17,2,371,18,650,261,137,50,60,124
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ ” ILFOVENI ”",318,NUCET,68280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:07",451,447,0,4,0,240,236,0,4,0,231,9,500,260,181,21,19,10
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ MIJA",276,"I. L. CARAGIALE",67737,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:06",592,589,0,3,0,276,273,0,3,0,265,11,650,374,92,125,40,8
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ MIULEȘTI",325,ODOBEŞTI,68342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:12",448,443,0,5,0,323,318,0,5,0,313,10,487,164,163,133,13,4
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ NR. 2 GROZĂVEŞTI",197,"CORBII MARI",66857,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:11",1064,1060,0,4,0,629,625,0,4,0,603,26,1170,541,505,40,48,10
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ ODAIA TURCULUI",295,MĂTĂSARU,68048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:15:47",828,820,0,4,4,606,598,0,4,4,589,17,920,314,342,193,38,16
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ POTOCELU",280,LUDEŞTI,67835,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:06",1020,1015,1,4,0,484,480,0,4,0,438,46,1115,631,313,26,83,16
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ SATU NOU",199,"CORBII MARI",66857,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:07",366,363,0,3,0,263,260,0,3,0,253,10,410,147,216,19,15,3
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ SCHEIU DE SUS",282,LUDEŞTI,67835,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:17",750,748,0,2,0,437,435,0,2,0,406,31,830,393,286,84,24,12
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ SILIȘTEA - RACIU",354,RACIU,179891,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:40",718,704,0,6,8,448,434,0,6,8,420,14,790,356,286,55,37,42
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ UNGURENI",213,CORNEŞTI,67014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:51",670,654,0,13,3,457,441,0,13,3,438,19,730,273,125,28,56,229
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ VADU STANCHII",202,"CORBII MARI",66857,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:40",366,357,1,8,0,235,227,0,8,0,226,9,396,161,195,20,8,3
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ VOIA",219,CRÂNGURILE,67167,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:10",668,664,1,3,0,441,437,1,3,0,389,52,730,289,242,135,11,1
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ ZIDURILE",326,ODOBEŞTI,68342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:41",660,650,0,9,1,471,461,0,9,1,456,15,715,244,280,133,22,21
16,DÂMBOVIŢA,"ŞCOALA PROFESIONALĂ BĂLENI",135,BĂLENI,66198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:07:22",1484,1481,1,2,0,886,884,0,2,0,855,31,1630,744,392,363,65,35
16,DÂMBOVIŢA,"ŞCOALA ROMÂNEŞTI",346,POTLOGI,68468,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:39",1851,1844,0,7,0,762,755,0,7,0,728,34,2020,1258,508,95,45,80
16,DÂMBOVIŢA,"ŞCOALA ROMÂNEŞTI",345,POTLOGI,68468,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:41",1319,1317,0,2,0,553,551,0,2,0,528,25,1460,907,444,44,20,20
16,DÂMBOVIŢA,"ȘCOALA SĂLCUȚA",125,"ORAŞ TITU",66081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:30:23",1080,1059,1,6,14,661,641,0,6,14,627,34,1170,509,266,281,63,17
16,DÂMBOVIŢA,"ŞCOALA SĂTENI",132,ANINOASA,65379,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:43",1271,1257,0,4,10,710,696,0,4,10,684,26,1380,670,535,76,33,40
16,DÂMBOVIŢA,"ŞCOALA ”SPIRU HARET” BRANISTEA CLASELE I-VIII, SALA DE CLASA NR. 1",146,BRANIŞTEA,66152,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:33",1220,1160,1,30,29,937,878,0,30,29,904,33,1260,323,450,407,35,12
16,DÂMBOVIŢA,"ŞCOALA ”SPIRU HARET” BRANISTEA CLASELE I-VIII, SALA DE CLASA NR. 2",147,BRANIŞTEA,66152,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:34",1073,1024,0,17,32,838,789,0,17,32,816,21,1130,293,403,357,38,18
16,DÂMBOVIŢA,"ȘCOALA URSEIU",421,VIŞINEŞTI,69394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:27:10",483,470,0,3,10,296,283,0,3,10,285,11,530,234,227,27,20,11
16,DÂMBOVIŢA,"SCOALA VALEA LARGA",352,PUCHENI,68565,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:52",209,193,0,12,4,147,131,0,12,4,136,11,220,73,119,11,4,2
16,DÂMBOVIŢA,"SCOALA VECHE-GRADINITA",303,MOROENI,68182,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:42",969,953,0,5,11,651,635,0,5,11,637,14,1050,399,364,208,33,32
16,DÂMBOVIŢA,"SCOALA VECHE - GRĂDINIȚA MORENI",304,MOROENI,68182,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:45",1144,1110,0,5,29,749,715,0,5,29,728,21,1260,510,335,327,45,21
16,DÂMBOVIŢA,"ŞCOALA VLĂSCENI",347,POTLOGI,68468,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:12:45",573,562,1,10,0,333,322,1,10,0,324,9,620,287,264,47,11,2
16,DÂMBOVIŢA,"ȘCOALA ZĂVOIU",301,MOGOŞANI,68128,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:57",808,711,0,84,13,653,556,0,84,13,628,17,780,135,99,382,44,103
