precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRULĂ  CĂTĂLIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BĂLUȚĂ  DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BURCEA  GEORGE-VALENTIN-PARTIDUL OAMENILOR TINERI-voturi","CIUCU  CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CICEALĂ  ANA-MARIA-SĂNĂTATE EDUCAȚIE NATURĂ SUSTENABILITATE-voturi","FLOAREA  LIVIU-GHEORGHE-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","MACOVEI  GHEORGHE-PARTIDUL ROMÂNIA MARE-voturi","CREȚU  OANA-PARTIDUL SOCIAL DEMOCRAT UNIT-voturi","LASCA  MIHAI-IOAN-PATRIOȚII POPORULUI ROMÂN-voturi","LAZĂR  RAREȘ-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","ALEXANDRESCU  ANCA-NICOLETA-DREPTATE PENTRU BUCUREȘTI-voturi","TRIFU DĂNUȚ-ANGELO-CANDIDAT INDEPENDENT-voturi","TEODOROVICI  EUGEN-ORLANDO-CANDIDAT INDEPENDENT-voturi","NEȚOIU  GHEORGHE-CANDIDAT INDEPENDENT-voturi","GHEORGHE  VLAD-DAN-CANDIDAT INDEPENDENT-voturi","NEGROTĂ  ANGELA-CANDIDAT INDEPENDENT-voturi","FILIP  CONSTANTIN-TITIAN-CANDIDAT INDEPENDENT-voturi"
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","LICEUL TEHNOLOGIC ”SF. PANTELIMON”",252,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:49:35",1767,1750,8,6,3,679,670,0,6,3,673,6,2000,1321,73,143,0,260,37,0,0,0,0,0,150,2,3,3,0,0,2
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","LICEUL TEHNOLOGIC ”SF. PANTELIMON”",254,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:57:17",1206,1195,4,7,0,417,410,0,7,0,414,3,1400,983,63,99,2,142,23,0,0,2,0,0,82,0,0,0,0,1,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","LICEUL TEHNOLOGIC ”SF. PANTELIMON”",255,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:33:26",1461,1442,9,10,0,497,487,0,10,0,488,9,1600,1103,88,107,1,170,35,0,0,0,0,1,82,0,4,0,0,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","LICEUL TEHNOLOGIC ”SF. PANTELIMON”",253,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:30:59",1231,1205,20,6,0,465,459,0,6,0,464,1,1399,934,78,103,2,182,34,0,0,0,1,1,59,1,2,0,1,0,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","LICEUL TEOLOGIC ADVENTIST ”ȘTEFAN DEMETRESCU”(FOST LICEU TEHNOLOGIC DACIA)",718,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:03:11",2123,2075,26,22,0,752,729,1,22,0,751,1,2300,1548,145,179,4,202,77,0,1,0,1,1,140,0,0,0,1,0,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","LICEUL TEOLOGIC ADVENTIST ”ȘTEFAN DEMETRESCU”(FOST LICEU TEHNOLOGIC DACIA)",713,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:49:10",1935,1923,6,6,0,636,630,0,6,0,631,5,2100,1464,105,172,2,178,58,0,1,1,2,1,107,1,0,1,0,1,1
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","LICEUL TEOLOGIC ADVENTIST ”ȘTEFAN DEMETRESCU”(FOST LICEU TEHNOLOGIC DACIA)",714,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:43:33",1951,1931,10,10,0,522,512,0,10,0,517,5,2101,1579,66,124,1,120,37,0,1,0,0,0,159,0,2,1,2,1,3
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","LICEUL TEOLOGIC ADVENTIST ”ȘTEFAN DEMETRESCU”(FOST LICEU TEHNOLOGIC DACIA)",715,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:26:22",1827,1816,3,8,0,421,413,0,8,0,415,6,2000,1579,63,120,1,88,19,0,0,2,0,0,120,0,1,0,0,0,1
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","LICEUL TEOLOGIC ADVENTIST ”ȘTEFAN DEMETRESCU”(FOST LICEU TEHNOLOGIC DACIA)",716,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:33:39",1838,1831,4,3,0,411,408,0,3,0,406,5,2000,1589,51,97,2,80,25,1,1,2,1,1,141,1,0,0,1,0,2
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","LICEUL TEOLOGIC ADVENTIST ”ȘTEFAN DEMETRESCU”(FOST LICEU TEHNOLOGIC DACIA)",719,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:29:23",1945,1909,23,13,0,648,634,1,13,0,643,5,2100,1452,111,210,1,168,49,1,0,2,0,0,97,0,0,3,0,1,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","LICEUL TEOLOGIC ADVENTIST ”ȘTEFAN DEMETRESCU”(FOST LICEU TEHNOLOGIC DACIA)",717,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:18:33",1959,1928,24,7,0,598,591,0,7,0,595,3,2200,1602,135,140,3,162,60,0,0,0,0,1,89,1,2,0,1,0,1
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","LICEUL TEORETIC ”ALEXANDRU VLAHUŢĂ”",99,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:47:25",1214,1135,42,11,26,443,406,0,11,26,440,3,1300,857,51,85,0,188,15,1,2,1,0,0,89,0,6,1,1,0,0
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","LICEUL TEORETIC ”ALEXANDRU VLAHUŢĂ”",98,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:13:13",1478,1424,40,14,0,634,619,1,14,0,628,6,1620,986,81,129,0,282,20,0,0,0,0,0,110,1,3,2,0,0,0
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","LICEUL TEORETIC ”ALEXANDRU VLAHUŢĂ”",97,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:45:44",1186,1136,38,12,0,462,450,2,10,0,459,3,1290,828,65,82,0,214,21,0,0,0,0,0,74,1,1,1,0,0,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”BENJAMIN FRANKLIN”;",465,"BUCUREŞTI SECTORUL 3",179169,3,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 08:33:48",1258,1245,6,7,0,471,464,0,7,0,470,1,1400,929,80,67,2,189,32,0,0,2,1,0,88,2,3,1,1,2,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”BENJAMIN FRANKLIN”;",467,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:57:15",1034,1020,5,8,1,422,413,0,8,1,417,5,1200,778,62,95,1,135,29,0,0,0,2,0,85,1,1,3,2,1,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”BENJAMIN FRANKLIN”;",466,"BUCUREŞTI SECTORUL 3",179169,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 02:46:18",938,921,10,7,0,320,313,0,7,0,316,4,1000,680,80,55,1,90,17,0,1,0,0,0,71,0,0,0,1,0,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”BENJAMIN FRANKLIN”;",464,"BUCUREŞTI SECTORUL 3",179169,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 02:19:47",1219,1193,15,11,0,474,463,0,11,0,469,5,1395,921,71,88,1,168,52,3,1,0,0,0,81,0,0,0,3,1,0
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","LICEUL TEORETIC BILINGV ”MIGUEL DE CERVANTES”",103,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:45:13",868,840,19,8,1,330,319,2,8,1,327,3,950,620,46,65,0,140,19,0,1,0,0,0,55,0,0,0,0,1,0
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","LICEUL TEORETIC BILINGV ”MIGUEL DE CERVANTES”",104,"BUCUREŞTI SECTORUL 1",179141,3,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 04:20:12",947,919,14,14,0,347,330,3,14,0,347,0,1030,683,52,56,0,147,33,0,0,0,0,0,54,0,2,2,0,0,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","LICEUL TEORETIC ”C.A. ROSETTI ”",173,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:52:26",956,932,14,9,1,368,357,1,9,1,366,2,1200,832,58,72,1,137,23,0,0,1,2,0,66,1,2,0,1,2,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","LICEUL TEORETIC ”C.A. ROSETTI ”",174,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:35:50",1964,1872,74,18,0,739,721,0,18,0,730,9,2000,1261,135,123,0,310,44,0,1,0,0,2,107,1,4,0,1,1,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","LICEUL TEORETIC ”C.A. ROSETTI ”",175,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:25:55",1519,1483,28,7,1,532,522,2,7,1,527,5,1600,1068,78,94,1,242,38,1,0,0,0,0,69,0,3,0,0,1,0
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","LICEUL TEORETIC ”C-TIN BRÂNCOVEANU”",20,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:07:42",1177,1161,6,10,0,351,341,0,10,0,350,1,1290,939,49,85,1,126,22,0,0,0,0,0,63,0,0,1,0,3,0
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","LICEUL TEORETIC ”C-TIN BRÂNCOVEANU”",19,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:48:11",1267,1250,6,11,0,496,485,0,11,0,490,4,1390,894,67,111,4,133,37,0,0,1,0,0,135,0,0,0,2,0,0
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","LICEUL TEORETIC ”C-TIN BRÂNCOVEANU”",18,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:57:22",1080,1066,7,7,0,365,358,0,7,0,360,4,1180,815,41,71,0,116,18,0,0,1,0,0,111,1,0,0,0,1,0
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","LICEUL TEORETIC ”C-TIN BRÂNCOVEANU”",21,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:11:15",1234,1226,1,6,1,459,452,0,6,1,457,2,1350,891,60,90,0,180,23,0,0,1,0,1,97,0,2,1,2,0,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”DANTE ALIGHIERI”;",494,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:01:20",1029,1023,1,5,0,408,403,0,5,0,408,0,1200,792,82,46,1,152,31,0,2,0,1,1,81,5,2,3,1,0,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”DANTE ALIGHIERI”;",496,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:06:53",1141,1131,5,5,0,439,434,0,5,0,435,4,1195,756,71,78,0,166,28,0,0,1,1,0,83,1,4,1,1,0,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”DANTE ALIGHIERI”;",495,"BUCUREŞTI SECTORUL 3",179169,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 01:20:39",1027,1008,6,12,1,418,405,0,12,1,414,4,1200,782,62,85,0,139,33,0,1,0,1,2,81,3,4,2,0,1,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”DANTE ALIGHIERI”;",492,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:15:20",1357,1345,3,9,0,559,550,0,9,0,552,7,1400,841,130,112,3,174,42,1,1,0,1,0,84,0,1,0,1,1,1
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”DANTE ALIGHIERI”;",493,"BUCUREŞTI SECTORUL 3",179169,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 06:00:11",1261,1247,4,10,0,484,474,0,10,0,480,4,1400,916,80,111,4,121,44,2,0,0,0,1,109,3,1,0,2,1,1
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC „DANTE ALIGHIERI”",475,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:06:09",1233,1224,1,6,2,375,367,0,6,2,372,3,1400,1025,68,64,2,120,35,0,1,0,0,0,79,0,0,0,0,1,2
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC „DANTE ALIGHIERI”",476,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:41:20",1274,1260,5,9,0,471,461,1,9,0,468,3,1400,929,93,63,1,182,40,0,0,0,0,0,88,1,0,0,0,0,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC „DANTE ALIGHIERI”",480,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:59:47",1186,1173,5,8,0,435,427,0,8,0,432,3,1200,765,78,75,1,170,38,0,0,0,0,0,68,0,0,1,0,0,1
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC „DANTE ALIGHIERI”",479,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:02:53",1397,1384,6,7,0,507,500,0,7,0,503,4,1600,1093,93,63,1,211,43,0,0,0,1,1,86,1,2,1,0,0,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC „DANTE ALIGHIERI”",478,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:17:21",1386,1372,5,9,0,491,482,0,9,0,487,4,1600,1109,92,81,0,193,43,1,1,0,0,0,74,0,1,1,0,0,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC „DANTE ALIGHIERI”",477,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:50:00",1198,1176,15,7,0,352,345,0,7,0,348,4,1400,1048,71,45,0,130,34,0,0,0,1,0,65,0,0,1,0,1,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”DECEBAL”;",508,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:44:41",1313,1297,11,5,0,366,361,0,5,0,365,1,1400,1034,57,74,0,98,27,0,1,0,0,0,102,0,2,1,0,3,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”DECEBAL”;",510,"BUCUREŞTI SECTORUL 3",179169,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 03:32:33",1261,1250,5,6,0,279,273,0,6,0,274,5,1400,1121,42,57,1,48,17,0,0,0,0,0,106,1,0,1,0,0,1
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”DECEBAL”;",507,"BUCUREŞTI SECTORUL 3",179169,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 02:47:49",1038,1023,7,8,0,344,336,0,8,0,341,3,1202,858,53,88,0,81,14,0,0,4,0,0,95,0,2,3,1,0,0
46,"MUNICIPIUL BUCUREŞTI - SECTOR 3","LICEUL TEORETIC ”DECEBAL”;",509,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:53:55",1330,1319,6,5,0,317,312,0,5,0,316,1,1400,1083,39,93,0,54,16,0,0,1,0,0,108,1,1,1,2,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",950,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:22:35",1130,1121,1,8,0,370,362,0,8,0,366,4,1198,828,38,87,1,108,23,0,0,2,1,0,105,0,1,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",952,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:09:46",858,852,2,4,0,278,274,0,4,0,278,0,1000,722,41,77,0,61,13,0,0,1,0,0,80,0,0,1,1,2,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",948,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:24:19",1144,1133,3,8,0,384,376,0,8,0,379,5,1400,1016,51,96,1,92,13,2,2,2,0,0,113,1,2,2,0,0,2
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",947,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:54:04",1220,1213,1,6,0,388,382,0,6,0,382,6,1399,1011,30,110,2,92,27,0,0,1,1,1,110,2,2,0,1,2,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",946,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:09:32",1032,1025,0,7,0,348,341,0,7,0,346,2,1200,852,53,104,0,76,18,1,1,1,0,1,87,0,2,1,0,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",945,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 03:47:42",853,842,2,8,1,296,286,1,8,1,294,2,999,703,37,59,1,94,18,0,0,1,0,1,83,0,0,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",944,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 03:31:34",949,936,5,8,0,333,325,0,8,0,332,1,1000,667,32,98,0,101,9,0,0,2,1,0,88,0,1,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",951,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:33:47",1159,1146,9,4,0,306,302,0,4,0,304,2,1200,894,35,86,0,80,12,0,0,2,0,0,83,1,1,1,2,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",949,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:35:14",1284,1273,3,8,0,309,301,0,8,0,307,2,1400,1091,25,88,0,61,14,1,1,1,1,0,111,2,0,2,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1117,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 04:22:42",1491,1480,4,7,0,618,611,0,7,0,610,8,1399,781,48,85,1,330,24,1,0,0,1,1,114,1,1,2,0,0,1
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1121,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 04:21:32",1088,1078,2,7,1,403,395,0,7,1,403,0,999,596,30,53,0,236,18,1,1,0,0,0,60,0,0,0,1,2,1
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1120,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:17:34",1158,1149,4,5,0,438,433,0,5,0,436,2,1200,762,47,89,0,188,19,0,0,2,0,0,85,0,3,2,0,1,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1119,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:48:06",1269,1260,3,6,0,542,535,1,6,0,537,5,1200,658,53,67,1,286,33,0,0,0,0,0,92,0,1,1,1,2,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1116,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:24:40",1181,1171,1,9,0,480,471,0,9,0,476,4,1200,720,41,66,1,271,17,0,0,0,1,0,76,0,2,0,1,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1123,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:23:53",810,797,5,8,0,289,280,1,8,0,287,2,800,511,20,58,0,157,8,0,0,1,0,0,41,0,1,0,0,1,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1122,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:00:13",1080,1072,2,6,0,427,421,0,6,0,423,4,1000,573,36,69,0,223,14,0,2,1,0,0,76,0,1,1,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1115,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 04:35:51",1441,1437,0,4,0,590,586,0,4,0,588,2,1600,1010,60,110,2,308,21,0,1,0,0,0,84,0,0,0,0,1,1
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1118,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 03:57:57",1393,1373,14,6,0,518,512,0,6,0,514,4,1400,882,48,80,0,257,33,0,0,1,0,0,94,0,0,0,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”ION BARBU”",965,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:33:07",1246,1233,8,5,0,415,410,0,5,0,412,3,1400,985,64,81,0,166,22,0,0,0,0,0,76,0,0,1,0,1,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”ION BARBU”",969,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:29:40",1851,1812,27,12,0,717,705,0,12,0,710,7,1998,1281,92,128,0,258,35,0,0,3,0,1,191,0,1,1,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”ION BARBU”",970,"BUCUREŞTI SECTORUL 5",179187,4,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 04:58:59",886,877,1,8,0,379,371,0,8,0,378,1,1000,621,46,62,1,191,23,0,0,0,1,0,53,0,0,1,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”ION BARBU”",967,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:48:12",1080,1072,1,7,0,403,396,0,7,0,401,2,1200,797,61,80,2,139,15,0,2,0,0,0,94,0,6,1,0,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”ION BARBU”",966,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:18:51",929,920,3,5,1,423,417,0,5,1,420,3,1000,577,53,75,0,187,12,1,1,0,0,0,85,2,0,1,2,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”ION BARBU”",968,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:00:12",1174,1163,4,7,0,467,460,0,7,0,462,5,1200,733,47,109,1,178,17,0,0,1,0,1,100,0,0,2,3,3,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”ION BARBU”",964,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 02:07:36",1105,1091,6,8,0,367,359,0,8,0,367,0,1200,833,62,71,0,149,19,0,0,0,0,0,64,0,1,0,0,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”ION BARBU”",971,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:24:59",830,810,13,7,0,291,284,0,7,0,290,1,1000,709,38,40,0,130,15,0,0,1,0,1,63,1,0,0,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","LICEUL TEORETIC ”ION BARBU”",972,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:00:13",1389,1356,19,14,0,562,548,0,14,0,561,1,1400,838,74,110,2,233,40,0,0,1,0,0,99,0,0,0,1,1,0
44,"MUNICIPIUL BUCUREŞTI - SECTOR 1","LICEUL TEORETIC ”JEAN MONNET”",69,"BUCUREŞTI SECTORUL 1",179141,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 01:27:15",1499,1352,137,10,0,547,536,1,10,0,544,3,1640,1093,73,131,0,240,14,0,0,0,1,0,83,0,0,2,0,0,0
